,id,release_date,movie,production_budget,domestic_gross,genres,tconst,runtime
4741,42,1993-02-12,Dead Alive,3000000,242623,,,
4742,43,2010-10-01,Chain Letter,3000000,205842,,,
4743,44,2012-03-02,Tim and Eric's Billion Dollar Movie,3000000,201436,Comedy,tt1855401,93.0
4744,45,2007-11-09,Holly,3000000,163069,"Action,Crime,Thriller",tt5294776,
4745,46,2010-03-26,The Eclipse,3000000,133411,,,
4746,47,2008-03-21,The Grand,3000000,115879,,,
4747,48,2006-03-17,Sommersturm,3000000,95204,,,
4748,49,2014-08-15,Fort McCoy,3000000,78948,"Drama,History,War",tt1282046,100.0
4749,50,1999-08-04,The Gambler,3000000,51773,Drama,tt1828325,105.0
4750,51,2000-10-13,Just Looking,3000000,39852,,,
4751,52,2015-09-04,Before We Go,3000000,37151,"Comedy,Drama,Romance",tt0443465,95.0
4752,53,2012-01-13,The Divide,3000000,18000,"Drama,Horror,Sci-Fi",tt1535616,112.0
4753,54,2011-09-09,Tanner Hall,3000000,5073,,,
4754,55,2005-09-30,My Big Fat Independent Movie,3000000,4655,,,
4755,56,2017-10-10,Demonic,3000000,0,"Horror,Thriller",tt1841642,83.0
4756,57,2008-04-15,Ã l\'intÃ©rieur,3000000,0,,,
4757,58,2014-06-27,They Came Together,3000000,0,"Comedy,Romance",tt2398249,83.0
4758,59,2013-05-21,Open Road,3000000,0,"Action,Drama,Thriller",tt1922679,85.0
4759,60,1951-07-28,Alice in Wonderland,3000000,0,"Adventure,Family,Fantasy",tt1014759,108.0
4760,61,2010-10-01,Barry Munday,3000000,0,"Comedy,Drama,Romance",tt0482461,95.0
4761,62,2009-12-31,The Deported,3000000,0,Documentary,tt8633120,
4762,63,2009-12-31,Chicago Overcoat,3000000,0,,,
4763,64,2011-09-13,Never Back Down 2: The Beatdown,3000000,0,,,
4764,65,2015-12-31,AWOL-72,3000000,0,"Action,Thriller",tt2048865,82.0
4765,66,2013-01-15,30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo,3000000,0,,,
4766,67,2015-02-06,Enter the Dangerous Mind,3000000,0,Thriller,tt2229377,88.0
4767,68,2015-03-17,Something Wicked,3000000,0,"Drama,Horror,Mystery",tt1327601,95.0
4768,69,1967-09-18,Point Blank,3000000,0,"Action,Crime,Drama",tt1545759,81.0
4769,70,2014-10-27,Iguana,3000000,0,,,
4770,71,2009-12-31,Four Single Fathers,3000000,0,,,
4771,72,2015-08-14,Amnesiac,3000000,0,"Drama,Horror,Thriller",tt2693114,90.0
4772,73,2015-12-31,Unnatural,3000000,0,"Action,Horror,Sci-Fi",tt3551400,89.0
4773,74,2015-12-11,Close Range,3000000,0,"Action,Crime",tt3511596,80.0
4774,75,1946-01-18,The Harvey Girls,2931000,4100000,,,
4775,76,1950-02-15,Cinderella,2900000,85000000,Musical,tt10013634,150.0
4776,77,1998-11-20,Central do Brasil,2900000,5969553,,,
4777,78,1961-12-19,Pocketful of Miracles,2900000,5000000,,,
4778,79,2006-03-24,Boynton Beach Club,2900000,3127472,,,
4779,80,2010-10-01,Freakonomics,2900000,101270,Documentary,tt1152822,93.0
4780,81,2011-08-19,Griff the Invisible,2900000,20778,"Comedy,Drama,Romance",tt1509803,90.0
4781,82,1959-03-29,Some Like it Hot,2883848,25000000,,,
4782,83,2005-06-10,High Tension,2850000,3681066,,,
4783,84,1974-12-15,Young Frankenstein,2800000,86300000,,,
4784,85,1976-06-25,The Omen,2800000,48570885,,,
4785,86,2005-07-22,Hustle & Flow,2800000,22202809,,,
4786,87,1988-05-13,Friday the 13th Part VII: The New Blood,2800000,19170001,,,
4787,88,2006-09-15,Artie Lange's Beer League,2800000,475000,,,
4788,89,1939-08-25,The Wizard of Oz,2777000,34063405,,,
4789,90,2008-02-15,Diary of the Dead,2750000,952620,,,
4790,91,1979-10-17,The Black Stallion,2700000,37799643,,,
4791,92,1997-06-13,Ulee's Gold,2700000,9054736,,,
4792,93,2018-10-26,Indivisible,2700000,3511417,Documentary,tt5147828,78.0
4793,94,2006-09-01,Lage Raho Munna Bhai,2700000,2217561,,,
4794,95,2015-12-31,Sardaar Ji,2700000,0,"Comedy,Fantasy,Horror",tt4080386,141.0
4795,96,2008-12-31,Rejsen til Saturn,2700000,0,,,
4796,97,1963-06-12,Donovan's Reef,2686000,6600000,,,
4797,98,1956-01-12,Diane,2660000,0,"Crime,Drama,Horror",tt3021984,82.0
4798,99,1998-01-16,The Dress,2650000,16556,,tt6612954,127.0
4799,100,1943-12-24,A Guy Named Joe,2627000,5363000,,,
4800,1,1974-02-07,Blazing Saddles,2600000,119500000,,,
4801,2,1984-04-13,Friday the 13th Part IV: The Final Chapter,2600000,32980880,,,
4802,3,2014-05-02,Ida,2600000,3827060,Drama,tt2718492,82.0
4803,4,1987-01-01,Maurice,2600000,3147950,,,
4804,5,2004-07-09,Riding Giants,2600000,2276368,,,
4805,6,2008-12-12,Los CronocrÃ­menes,2600000,39127,,,
4806,7,2011-12-31,La Cara Oculta,2600000,0,,,
4807,8,2007-12-07,Timber Falls,2600000,0,,,
4808,9,2008-12-31,Silver Medalist,2600000,0,,,
4809,10,2011-04-01,"Fat, Sick & Nearly Dead",2600000,0,Documentary,tt1227378,97.0
4810,11,1952-04-10,Singin' in the Rain,2540000,7200000,,,
4811,12,2013-01-11,A Haunted House,2500000,40041683,"Comedy,Fantasy",tt2243537,86.0
4812,13,2012-07-13,2016: Obamaâs America,2500000,33349941,,,
4813,14,2013-07-03,Kevin Hart: Let Me Explain,2500000,32244051,"Comedy,Documentary",tt2609912,75.0
4814,15,2004-07-28,Garden State,2500000,26782316,,,
4815,16,1996-10-04,That Thing You Do!,2500000,25857416,,,
4816,17,1981-10-30,Halloween II,2500000,25533818,Horror,tt7064690,
4817,18,1982-10-22,Halloween 3: Season of the Witch,2500000,14400000,,,
4818,19,2008-10-01,Religulous,2500000,13011160,,,
4819,20,1971-01-01,Escape from the Planet of the Apes,2500000,12300000,,,
4820,21,1963-05-29,Hud,2500000,10000000,,,
4821,22,2013-08-02,The Spectacular Now,2500000,6852971,"Comedy,Drama,Romance",tt1714206,95.0
4822,23,1991-09-29,My Own Private Idaho,2500000,6401336,,,
4823,24,1995-01-27,Before Sunrise,2500000,5274005,Drama,tt4224638,70.0
4824,25,2016-06-24,Hunt for the Wilderpeople,2500000,5205471,"Adventure,Comedy,Drama",tt4698684,101.0
4825,26,2012-08-17,Robot & Frank,2500000,3317468,"Comedy,Crime,Drama",tt1990314,89.0
4826,27,2003-10-03,Sur Le Seuil,2500000,2013052,,,
4827,28,2000-06-16,Jesus' Son,2500000,1282084,,,
4828,29,2005-05-27,Saving Face,2500000,1187266,,,
4829,30,2008-06-20,Brick Lane,2500000,1094998,,,
4830,31,2013-03-01,The Lost Medallion: The Adventures of Billy Stone,2500000,549632,"Adventure,Family,Fantasy",tt1390539,97.0
4831,32,2003-09-26,My Life Without Me,2500000,432360,,,
4832,33,2006-03-31,Marilyn Hotchkiss' Ballroom Dancing and Charm School,2500000,349132,,,
4833,34,2011-04-01,Super,2500000,327716,"Action,Comedy,Drama",tt1512235,96.0
4834,35,2008-11-14,Fuel,2500000,174255,"Documentary,Sport",tt9678962,
4835,36,2010-04-09,Valley of the Hearts Delight,2500000,118666,,,
4836,37,2008-10-31,The Other End of the Line,2500000,115504,,,
4837,38,2010-06-18,8: The Mormon Proposition,2500000,100280,Documentary,tt1484522,80.0
4838,39,2009-04-17,Sleep Dealer,2500000,80136,,,
4839,40,2007-08-24,Eye of the Dolphin,2500000,72210,,,
4840,41,2013-08-16,Underdogs,2500000,35017,"Documentary,Sport",tt10249374,65.0
4841,42,2000-09-08,Anatomie,2500000,9598,,,
4842,43,2009-12-31,The Calling,2500000,0,"Drama,Thriller",tt1666335,108.0
4843,44,2013-06-21,Alien Uprising,2500000,0,"Comedy,Horror,Sci-Fi",tt2040578,101.0
4844,45,2010-12-31,Christmas Mail,2500000,0,"Comedy,Drama,Family",tt1663628,89.0
4845,46,2015-07-03,Stung,2500000,0,"Action,Adventure,Comedy",tt3300572,87.0
4846,47,2017-09-01,Sky Sharks,2500000,0,,,
4847,48,2015-10-13,8 Days,2500000,0,"Drama,Thriller",tt3111864,90.0
4848,49,2016-09-02,Antibirth,2500000,0,Horror,tt3333870,94.0
4849,50,2016-02-02,The Rise of the Krays,2500000,0,"Crime,Drama",tt2945796,110.0
4850,51,2014-12-31,Not Safe For Work,2500000,0,,,
4851,52,2011-05-13,Go For It!,2450000,180237,,,
4852,53,1996-10-16,Get on the Bus,2400000,5691854,,,
4853,54,2007-01-05,Thr3e,2400000,1008849,,,
4854,55,2006-09-01,Idiocracy,2400000,444093,,,
4855,56,2009-12-31,NiktÃ©,2400000,0,,,
4856,57,2014-11-14,Always Woodstock,2400000,0,"Comedy,Music,Romance",tt1995477,97.0
4857,58,2007-07-25,This is England,2380000,327919,,,
4858,59,1944-06-27,Bathing Beauty,2361000,3500000,,,
4859,60,2015-03-20,Do You Believe?,2300000,12985600,Drama,tt4056738,120.0
4860,61,1951-07-17,Show Boat,2300000,11000000,,,
4861,62,1998-05-01,"Dancer, Texas Pop. 81",2300000,574838,,,
4862,63,2014-09-05,Frontera,2300000,59696,"Action,Drama,Thriller",tt1914258,98.0
4863,64,2011-08-26,Redemption Road,2300000,29384,Drama,tt1470020,95.0
4864,65,2015-04-15,The Toxic Avenger Part II,2300000,0,,,
4865,66,2016-01-19,Eden,2300000,0,Drama,tt10429158,
4866,67,1987-06-19,The Brave Little Toaster,2300000,0,,,
4867,68,1940-02-09,Pinocchio,2289247,84300000,"Animation,Fantasy,Musical",tt1488589,
4868,69,1940-11-13,Fantasia,2280000,83320000,Drama,tt3591950,86.0
4869,70,1982-08-13,Friday the 13th Part 3,2250000,36690067,,,
4870,71,1971-10-09,The French Connection,2200000,41158757,,,
4871,72,1985-03-22,Friday the 13th Part V: A New Beginning,2200000,21930418,,,
4872,73,2007-02-09,The Last Sin Eater,2200000,388390,,,
4873,74,2008-12-31,Impact Point,2200000,0,,,
4874,75,1945-05-03,The Valley of Decision,2160000,9132000,,,
4875,76,2005-12-31,Chicken Tikka Masala,2160000,0,,,
4876,77,2008-10-07,Jack Brooks: Monster Slayer,2150000,0,,,
4877,78,1946-11-21,The Best Years of Our Lives,2100000,23600000,Comedy,tt3979452,
4878,79,2001-07-13,Bully,2100000,881824,Documentary,tt1682181,98.0
4879,80,2002-05-29,Elling,2100000,313436,,,
4880,81,2016-10-16,Mi America,2100000,3330,"Crime,Drama",tt2460506,90.0
4881,82,2009-07-14,[Rec],2100000,0,,,
4882,83,2012-12-31,Infected,2100000,0,"Action,Horror,Sci-Fi",tt1622991,95.0
4883,84,2010-12-31,Lies in Plain Sight,2100000,0,,,
4884,85,2015-10-06,The Timber,2100000,0,"Action,Adventure,Drama",tt2215673,81.0
4885,86,2016-01-19,Sharkskin,2100000,0,"Comedy,Drama,Mystery",tt2317796,100.0
4886,87,2011-09-30,Courageous,2000000,34522221,Drama,tt1630036,129.0
4887,88,1964-04-08,From Russia With Love,2000000,24800000,,,
4888,89,1982-05-21,Mad Max 2: The Road Warrior,2000000,24600832,,,
4889,90,1946-08-15,Notorious,2000000,24464742,,,
4890,91,1967-08-02,In the Heat of the Night,2000000,24379978,,,
4891,92,1973-12-17,Sleeper,2000000,18344729,"Action,Horror",tt1433183,86.0
4892,93,1972-08-11,Everything You Always Wanted to Know,2000000,18016290,,,
4893,94,2015-03-13,It Follows,2000000,14674077,"Horror,Mystery",tt3235888,100.0
4894,95,2018-07-13,Eighth Grade,2000000,13539710,"Comedy,Drama",tt7014006,93.0
4895,96,1962-12-25,To Kill A Mockingbird,2000000,13129846,,,
4896,97,2012-03-09,Silent House,2000000,12739737,"Drama,Horror,Mystery",tt1767382,86.0
4897,98,1999-10-08,Boys Don't Cry,2000000,11540607,,,
4898,99,2007-02-09,Das Leben der Anderen,2000000,11284657,,,
4899,100,2016-04-08,Hardcore Henry,2000000,9252038,"Action,Adventure,Sci-Fi",tt3072482,96.0
4900,1,1962-06-13,Lolita,2000000,9250000,,,
4901,2,1940-08-30,Boom Town,2000000,9172000,,,
4902,3,1947-11-11,Gentleman's Agreement,2000000,7800000,,,
4903,4,1961-09-25,The Hustler,2000000,7600000,Documentary,tt5717430,
4904,5,1986-12-31,Witchboard,2000000,7369373,,,
4905,6,2003-11-26,Les Triplettes de Belleville,2000000,7301288,,,
4906,7,1998-06-26,Smoke Signals,2000000,6719300,Documentary,tt10332328,75.0
4907,8,2010-06-11,Winter's Bone,2000000,6531503,"Drama,Mystery",tt1399683,100.0
4908,9,2014-10-10,Meet the Mormons,2000000,6047363,Documentary,tt4003774,78.0
4909,10,2003-08-15,American Splendor,2000000,6003587,,,
4910,11,2017-10-06,The Florida Project,2000000,5904366,Drama,tt5649144,111.0
4911,12,2017-08-25,All Saints,2000000,5802208,Drama,tt4663548,108.0
4912,13,2004-07-02,Before Sunset,2000000,5792822,,,
4913,14,2001-03-30,Amores Perros,2000000,5383834,,,
4914,15,2003-08-20,Thirteen,2000000,4601043,Drama,tt4080028,100.0
4915,16,2004-01-23,Touching the Void,2000000,4593598,,,
4916,17,2010-10-08,Inside Job,2000000,4311834,"Crime,Documentary",tt1645089,109.0
4917,18,1938-05-24,Alexander's Ragtime Band,2000000,4000000,,,
4918,19,2005-06-17,Me and You and Everyone We Know,2000000,3885134,,,
4919,20,2015-08-28,We Are Your Friends,2000000,3591417,"Drama,Music,Romance",tt3787590,96.0
4920,21,2006-11-10,Harsh Times,2000000,3337931,,,
4921,22,2000-03-03,Ghost Dog: The Way of the Samurai,2000000,3330230,,,
4922,23,2015-09-18,Captive,2000000,2583301,"Drama,Thriller",tt1699745,120.0
4923,24,2002-08-02,Full Frontal,2000000,2512846,,,
4924,25,2018-06-08,Hearts Beat Loud,2000000,2386254,"Comedy,Drama,Music",tt7158430,97.0
4925,26,2017-01-20,The Resurrection of Gavin Stone,2000000,2303792,"Comedy,Drama,Family",tt4902904,91.0
4926,27,2008-12-25,Waltz with Bashir,2000000,2283849,,,
4927,28,2006-06-28,Strangers with Candy,2000000,2072645,,,
4928,29,1992-03-01,Night on Earth,2000000,2015000,,,
4929,30,1993-01-29,Nemesis,2000000,2001124,Drama,tt0800353,83.0
4930,31,2006-10-04,Shortbus,2000000,1985292,,,
4931,32,2008-05-02,Son of Rambow: A Home Movie,2000000,1785505,,,
4932,33,2003-09-12,"The Book of Mormon Movie, Volume 1: The Journey",2000000,1660865,,,
4933,34,2000-05-12,Hamlet,2000000,1577287,Drama,tt1964758,88.0
4934,35,2015-08-07,The Diary of a Teenage Girl,2000000,1477002,"Comedy,Drama,Romance",tt3172532,102.0
4935,36,2007-07-27,No End In Sight,2000000,1433319,,,
4936,37,2014-04-25,Locke,2000000,1370646,Drama,tt2692904,85.0
4937,38,1999-04-30,Get Real,2000000,1152411,Drama,tt10095498,45.0
4938,39,2007-09-07,In the Shadow of the Moon,2000000,1134358,Thriller,tt8110640,
4939,40,2011-04-08,Meek's Cutoff,2000000,977772,"Drama,Western",tt1518812,104.0
4940,41,2014-11-28,The Babadook,2000000,950792,"Drama,Horror",tt2321549,94.0
4941,42,2005-02-11,Inside Deep Throat,2000000,691880,,,
4942,43,2001-09-28,Dinner Rush,2000000,638227,,,
4943,44,2010-09-24,The Virginity Hit,2000000,636706,Comedy,tt1695994,86.0
4944,45,1998-05-15,Clockwatchers,2000000,537948,,,
4945,46,1985-11-06,Subway,2000000,390659,,,
4946,47,2005-04-15,House of D,2000000,388532,,,
4947,48,2008-01-18,Teeth,2000000,347578,"Documentary,History",tt6285370,20.0
4948,49,1996-07-26,Stonewall,2000000,304602,"Drama,History",tt3018070,129.0
4949,50,2006-09-08,Sherrybaby,2000000,199176,,,
4950,51,2015-02-13,The Last Five Years,2000000,147299,"Comedy,Drama,Musical",tt2474024,94.0
4951,52,1998-09-18,Six-String Samurai,2000000,134624,,,
4952,53,2000-05-26,Hum to Mohabbt Karega,2000000,121807,,,
4953,54,2005-04-15,It's All Gone Pete Tong,2000000,120620,,,
4954,55,2010-01-29,Saint John of Las Vegas,2000000,102645,,,
4955,56,1998-04-15,24 7: Twenty Four Seven,2000000,72544,,,
4956,57,2014-09-19,Pump,2000000,72277,Documentary,tt2630916,88.0
4957,58,2008-10-24,Roadside Romeo,2000000,55202,,,
4958,59,2001-05-04,Eureka,2000000,49388,,,
4959,60,2015-04-07,Lost River,2000000,45431,"Drama,Fantasy,Mystery",tt2366608,95.0
4960,61,2003-07-18,This Thing of Ours,2000000,37227,,,
4961,62,2015-10-09,Knock Knock,2000000,36336,"Drama,Thriller",tt3605418,99.0
4962,63,2017-02-03,Growing up Smith,2000000,35312,,,
4963,64,2009-03-20,Super Capers,2000000,30955,,,
4964,65,1993-01-01,Return of the Living Dead 3,2000000,21000,,,
4965,66,2009-11-20,The Missing Person,2000000,17896,,,
4966,67,2012-10-19,The First Time,2000000,17061,"Comedy,Drama,Romance",tt1763303,95.0
4967,68,2006-02-10,London,2000000,12667,,,
4968,69,2010-08-27,Circle,2000000,10024,"Horror,Thriller",tt1129412,88.0
4969,70,2008-10-31,Eden Lake,2000000,7321,,,
4970,71,2010-06-11,Jerusalema,2000000,7294,,,
4971,72,2006-06-23,Say Uncle,2000000,5361,,,
4972,73,2013-09-13,Plush,2000000,3080,"Drama,Music,Thriller",tt2226519,99.0
4973,74,2012-10-26,The Ghastly Love of Johnny X,2000000,2436,"Comedy,Fantasy,Musical",tt1754633,106.0
4974,75,2009-12-29,Lesbian Vampire Killers,2000000,0,,,
4975,76,2011-09-09,Grave Encounters,2000000,0,Horror,tt1703199,92.0
4976,77,2015-10-23,Bone Tomahawk,2000000,0,"Adventure,Drama,Horror",tt2494362,132.0
4977,78,2004-12-10,Freeze Frame,2000000,0,,,
4978,79,2013-04-01,Stitches,2000000,0,Horror,tt1623771,71.0
4979,80,2015-12-31,"To Be Frank, Sinatra at 100",2000000,0,,,
4980,81,1971-04-28,Bananas,2000000,0,,,
4981,82,2009-12-31,Nine Dead,2000000,0,"Crime,Drama,Horror",tt0959329,98.0
4982,83,2008-10-14,No Man's Land: The Rise of Reeker,2000000,0,,,
4983,84,2007-07-07,Rockaway,2000000,0,"Adventure,Drama",tt5462288,90.0
4984,85,1927-08-12,Wings,2000000,0,"Adventure,Animation,Comedy",tt2284790,84.0
4985,86,2015-03-17,The Lady from Shanghai,2000000,0,,,
4986,87,2013-03-19,Straight A's,2000000,0,"Comedy,Drama",tt2024506,91.0
4987,88,2012-03-30,The Legend of Hellâs Gate: An American Conspiracy,2000000,0,,,
4988,89,2012-12-31,Highway,2000000,0,Comedy,tt1693107,77.0
4989,90,2013-02-08,Small Apartments,2000000,0,"Comedy,Crime,Drama",tt1272886,96.0
4990,91,2013-07-09,Coffee Town,2000000,0,Comedy,tt2234025,87.0
4991,92,2014-12-31,Lucky Dog,2000000,0,"Comedy,Crime",tt2224445,
4992,93,2001-12-31,Pendulum,2000000,0,Thriller,tt6869936,68.0
4993,94,1966-10-16,A Funny Thing Happened on the Way to the Forum,2000000,0,,,
4994,95,2008-09-23,Slacker Uprising,2000000,0,,,
4995,96,2015-03-20,The Walking Deceased,2000000,0,"Comedy,Horror",tt3499458,88.0
4996,97,2011-12-31,True Bromance,2000000,0,Comedy,tt1839425,96.0
4997,98,2015-08-21,The Curse of Downers Grove,2000000,0,"Drama,Horror,Mystery",tt1772261,89.0
4998,99,2015-12-31,Wind Walkers,2000000,0,"Action,Horror,Thriller",tt1236254,93.0
4999,100,2016-07-08,The Dog Lover,2000000,0,Drama,tt4063178,101.0
5000,1,2015-12-01,Shark Lake,2000000,0,"Action,Adventure,Crime",tt4416518,92.0
5001,2,2010-09-24,Buried,1987650,1044143,"Drama,Mystery,Thriller",tt1462758,95.0
5002,3,2015-04-21,The Marine 4,1950000,0,,,
5003,4,1987-05-08,River's Edge,1900000,4600000,Crime,tt7476946,118.0
5004,5,2008-07-25,Man on Wire,1900000,2962242,,,
5005,6,2010-10-08,Nowhere Boy,1900000,1445366,,,
5006,7,2003-07-11,Northfork,1900000,1420578,,,
5007,8,2015-04-24,Brotherly Love,1900000,478595,Drama,tt3262990,89.0
5008,9,2011-06-03,Submarine,1900000,467602,"Comedy,Drama,Romance",tt1440292,97.0
5009,10,2010-04-09,The Square,1900000,406216,"Documentary,Drama,History",tt2486682,108.0
5010,11,2013-02-08,ABCD (Any Body Can Dance),1900000,222098,"Drama,Music",tt2321163,160.0
5011,12,2007-06-29,Chacun sa nuit,1900000,18435,,,
5012,13,2013-07-26,Stranded,1900000,0,"Drama,Romance",tt10097816,89.0
5013,14,2015-12-31,Vaalu,1900000,0,"Comedy,Romance",tt3566698,155.0
5014,15,2010-08-27,The Last Exorcism,1800000,41034350,"Drama,Horror,Thriller",tt1320244,87.0
5015,16,1976-11-16,Carrie,1800000,25878153,"Drama,Horror",tt1939659,100.0
5016,17,1984-11-09,A Nightmare on Elm Street,1800000,25504513,"Crime,Drama,Horror",tt1179056,95.0
5017,18,2012-06-27,Beasts of the Southern Wild,1800000,12795746,"Adventure,Drama,Fantasy",tt2125435,93.0
5018,19,1964-01-29,Dr. Strangelove,1800000,9164370,,,
5019,20,1973-01-01,Battle for the Planet of the Apes,1800000,8800000,,,
5020,21,1951-09-18,A Streetcar Named Desire,1800000,8000000,,,
5021,22,1968-08-03,Hang 'em High,1800000,6800000,,,
5022,23,2002-11-15,El crimen de padre Amaro,1800000,5719000,,,
5023,24,2001-06-15,Songcatcher,1800000,3050934,,,
5024,25,2011-08-23,Higher Ground,1800000,841056,Drama,tt1562568,109.0
5025,26,2011-04-22,POM Wonderful Presents: The Greatest Movie Ever Sold,1800000,638476,,,
5026,27,2005-01-07,Travellers and Magicians,1800000,506793,,,
5027,28,1993-01-01,Ed and his Dead Mother,1800000,673,,,
5028,29,2009-12-31,Deadline,1800000,0,"Drama,Mystery,Thriller",tt1430811,95.0
5029,30,2007-03-13,Sublime,1800000,0,Documentary,tt9893078,
5030,31,2012-02-03,Dysfunctional Friends,1800000,0,"Comedy,Drama",tt1653002,111.0
5031,32,2013-12-31,Independence Daysaster,1800000,0,"Action,Adventure,Sci-Fi",tt2645670,90.0
5032,33,2014-03-11,Against the Wild,1800000,0,,,
5033,34,2015-10-20,Beginnerâs Guide to Sex,1800000,0,,,
5034,35,1999-06-18,Lola rennt,1750000,7267324,,,
5035,36,2003-02-07,May,1750000,145540,Documentary,tt5270722,10.0
5036,37,2010-10-08,I Spit on Your Grave,1750000,93051,"Horror,Thriller",tt1242432,108.0
5037,38,2019-04-23,Living Dark: The Story of Ted the Caver,1750000,0,Horror,tt2100573,112.0
5038,39,2001-11-23,In the Bedroom,1700000,35930604,,,
5039,40,2008-03-19,La misma luna,1700000,12590147,,,
5040,41,1972-06-30,Conquest of the Planet of the Apes,1700000,9700000,,,
5041,42,2014-02-28,The Lunchbox,1700000,4231500,"Drama,Romance",tt2350496,104.0
5042,43,2013-10-04,Grace Unplugged,1700000,2507159,"Drama,Music",tt2349460,102.0
5043,44,1999-10-01,"Happy, Texas",1700000,2039192,,,
5044,45,2015-12-18,Saul fia,1700000,1777043,,,
5045,46,2005-06-17,My Summer of Love,1700000,1000915,,,
5046,47,2005-06-24,Yes,1700000,396035,"Adventure,Biography,Documentary",tt5797286,80.0
5047,48,2019-02-01,Braid,1660000,0,"Horror,Mystery,Thriller",tt4638148,82.0
5048,49,1953-08-05,From Here to Eternity,1650000,30500000,,,
5049,50,1938-09-01,You Can't Take It With You,1644000,4000000,,,
5050,51,1999-04-09,Foolish,1600000,6026908,,,
5051,52,1949-07-26,She Wore a Yellow Ribbon,1600000,5400000,,,
5052,53,1974-04-07,The Conversation,1600000,4420000,Action,tt7159036,
5053,54,2010-10-15,N-Secure,1600000,2595644,"Crime,Drama,Thriller",tt1289419,105.0
5054,55,2008-02-01,Sukkar banat,1600000,1060591,,,
5055,56,1989-12-31,Out of the Dark,1600000,419428,"Horror,Thriller",tt2872724,92.0
5056,57,2006-01-27,Bubble,1600000,145382,,,
5057,58,2005-09-23,Dil Jo Bhi Kahey...,1600000,129319,,,
5058,59,1999-01-15,Mississippi Mermaid,1600000,27795,,,
5059,60,2014-09-26,Two Night Stand,1600000,15600,"Comedy,Romance",tt2140619,86.0
5060,61,2005-11-04,I Love Your Work,1600000,3264,,,
