,id,release_date,movie,production_budget,domestic_gross,genres,tconst,runtime
3234,35,2002-11-08,Far From Heaven,13500000,15901849,,,
3235,36,2012-10-12,Seven Psychopaths,13500000,15024049,"Comedy,Crime",tt1931533,110.0
3236,37,2000-11-22,Quills,13500000,7060876,,,
3237,38,1982-01-29,The Border,13500000,6118683,,,
3238,39,2005-02-18,Der Untergang,13500000,5501940,,,
3239,40,2001-03-02,The Caveman's Valentine,13500000,687081,,,
3240,41,2011-04-01,The Last Godfather,13400000,164247,"Comedy,Crime,Romance",tt1584131,100.0
3241,42,2014-04-04,Under the Skin,13300000,2614251,"Drama,Horror,Sci-Fi",tt1441395,108.0
3242,43,2004-12-17,Mar adentro,13300000,2086345,,,
3243,44,2014-09-12,No Good Deed,13200000,52543632,"Action,Crime,Drama",tt2011159,84.0
3244,45,1987-12-23,Good Morning Vietnam,13000000,123922370,,,
3245,46,2010-12-03,Black Swan,13000000,106954678,"Drama,Thriller",tt0947798,108.0
3246,47,2001-01-12,Save the Last Dance,13000000,91038276,,,
3247,48,2011-02-11,Justin Bieber: Never Say Never,13000000,73013910,"Documentary,Music",tt1702443,105.0
3248,49,2018-07-04,The First Purge,13000000,69488745,"Action,Horror,Sci-Fi",tt6133466,98.0
3249,50,2016-03-16,Miracles from Heaven,13000000,61705123,"Biography,Drama,Family",tt4257926,109.0
3250,51,2000-02-11,Snow Day,13000000,60008303,"Action,Documentary,Drama",tt4163946,60.0
3251,52,2004-01-23,The Butterfly Effect,13000000,57924679,"Comedy,Crime,Drama",tt6112220,85.0
3252,53,1974-12-11,The Godfather: Part II,13000000,57300000,,,
3253,54,2016-06-24,The Shallows,13000000,55121623,"Drama,Horror,Thriller",tt4052882,86.0
3254,55,1987-07-17,RoboCop,13000000,53424681,"Action,Crime,Sci-Fi",tt1234721,117.0
3255,56,1988-08-19,A Nightmare on Elm Street 4: The Dream Master,13000000,49369899,,,
3256,57,2007-11-21,This Christmas,13000000,49121934,,,
3257,58,2014-02-14,About Last Night,13000000,48637684,"Comedy,Romance",tt1826590,100.0
3258,59,2000-12-15,"Dude, Where's My Car?",13000000,46729374,,,
3259,60,1988-08-12,Young Guns,13000000,44726644,,,
3260,61,2014-10-10,St. Vincent,13000000,44137712,"Comedy,Drama",tt2170593,102.0
3261,62,2014-07-02,Earth to Echo,13000000,38934842,"Adventure,Family,Sci-Fi",tt2183034,91.0
3262,63,1999-03-31,10 Things I Hate About You,13000000,38177966,,,
3263,64,2002-05-10,The New Guy,13000000,28972187,,,
3264,65,1993-02-05,Loaded Weapon 1,13000000,27979399,,,
3265,66,1999-03-12,Baby Geniuses,13000000,27151490,,,
3266,67,1998-04-24,The Big Hit,13000000,27066941,,,
3267,68,1990-11-09,Child's Play 2,13000000,26904572,,,
3268,69,1996-07-10,Harriet the Spy,13000000,26570048,,,
3269,70,2013-03-01,21 and Over,13000000,25682380,,,
3270,71,2007-11-21,The Mist,13000000,25593755,,,
3271,72,2015-04-10,Ex Machina,13000000,25440971,"Drama,Mystery,Sci-Fi",tt0470752,108.0
3272,73,1999-10-29,Being John Malkovich,13000000,22858926,,,
3273,74,2001-09-07,Two Can Play That Game,13000000,22235901,,,
3274,75,2016-03-11,Eye in the Sky,13000000,18704596,"Drama,Thriller,War",tt2057392,102.0
3275,76,2013-03-22,Admission,13000000,18007317,"Comedy,Drama,Romance",tt1814621,107.0
3276,77,2012-09-21,The Perks of Being a Wallflower,13000000,17742948,Drama,tt1659337,103.0
3277,78,2001-06-29,crazy/beautiful,13000000,16929123,,,
3278,79,1998-08-28,54,13000000,16757163,,,
3279,80,2015-10-16,Room,13000000,14677674,"Drama,Thriller",tt3170832,118.0
3280,81,2015-10-16,Woodlawn,13000000,14394097,"Drama,Sport",tt4183692,123.0
3281,82,2006-12-20,Letters from Iwo Jima,13000000,13756082,,,
3282,83,2009-05-29,MÃ¤n som hatar kvinnor,13000000,12749992,,,
3283,84,2007-02-23,The Astronaut Farmer,13000000,11003643,,,
3284,85,1998-06-12,Dirty Work,13000000,10020081,"Crime,Drama",tt5635048,103.0
3285,86,2015-07-17,Bajrangi Bhaijaan,13000000,8178001,"Action,Comedy,Drama",tt3863552,163.0
3286,87,1998-05-08,Woo,13000000,8064972,,,
3287,88,2016-09-09,Robinson Crusoe,13000000,8005586,,,
3288,89,1994-04-13,Serial Mom,13000000,7881335,,,
3289,90,1999-08-04,Dick,13000000,6276869,,,
3290,91,1999-11-10,Light It Up,13000000,5871603,,,
3291,92,2001-08-24,Bubble Boy,13000000,5002310,,,
3292,93,2002-02-01,Birthday Girl,13000000,4919896,,,
3293,94,2007-05-04,"Paris, je t'aime",13000000,4857374,,,
3294,95,2018-12-07,Ben is Back,13000000,3703182,,,
3295,96,2007-08-24,Resurrecting the Champ,13000000,3172382,,,
3296,97,2010-03-26,Chloe,13000000,3075255,"Drama,Music,Romance",tt1833881,73.0
3297,98,2001-03-02,The Widow of St. Pierre,13000000,3058380,,,
3298,99,2015-12-04,Youth,13000000,2703296,"Drama,Family",tt2536448,75.0
3299,100,1996-04-05,Faithful,13000000,2104439,,,
3300,1,2010-02-26,Un ProphÃ¨te,13000000,2087720,,,
3301,2,2010-12-03,"I Love You, Phillip Morris",13000000,2037459,,,
3302,3,2015-07-24,The Vatican Tapes,13000000,1784763,"Horror,Thriller",tt1524575,91.0
3303,4,2006-03-17,Find Me Guilty,13000000,1173673,,,
3304,5,1993-05-14,Excessive Force,13000000,1152117,,,
3305,6,2006-10-13,Infamous,13000000,1151330,,,
3306,7,2011-07-29,Attack the Block,13000000,1024175,"Action,Comedy,Sci-Fi",tt1478964,88.0
3307,8,2015-08-14,Brothers,13000000,656688,Documentary,tt10465764,73.0
3308,9,2000-12-29,The Claim,13000000,622023,Drama,tt6922090,
3309,10,2011-12-23,In The Land of Blood and Honey,13000000,303877,,,
3310,11,2010-06-18,The Killer Inside Me,13000000,217277,"Crime,Drama,Horror",tt0954947,109.0
3311,12,2012-03-30,Womb,13000000,0,"Drama,Romance,Sci-Fi",tt1216520,111.0
3312,13,2019-12-31,Rogue City,13000000,0,,tt10329540,
3313,14,2013-03-15,The Call,12800000,51872378,"Crime,Drama,Horror",tt1911644,94.0
3314,15,2016-08-05,Operation Chromite,12700000,1022720,,,
3315,16,2014-09-12,The Drop,12600000,10724389,"Crime,Drama",tt1600196,106.0
3316,17,2002-07-12,The Crocodile Hunter: Collision Course,12500000,28436931,,,
3317,18,2010-09-03,Machete,12500000,26593646,"Action,Crime,Thriller",tt0985694,105.0
3318,19,2002-12-19,Antwone Fisher,12500000,21078145,,,
3319,20,1982-02-12,La Guerre du feu,12500000,20959585,,,
3320,21,2002-11-22,The Emperor's Club,12500000,14060950,,,
3321,22,1993-09-10,True Romance,12500000,12281000,,,
3322,23,2009-09-11,Sorority Row,12500000,11965282,,,
3323,24,1992-09-30,Glengarry Glen Ross,12500000,10725228,,,
3324,25,2008-11-07,The Boy in the Striped Pyjamas,12500000,9046156,,,
3325,26,1982-04-02,Cat People,12500000,7000000,,,
3326,27,1979-05-25,The Prisoner of Zenda,12500000,7000000,,,
3327,28,2010-10-15,Conviction,12500000,6797696,"Biography,Crime,Drama",tt1244754,107.0
3328,29,2007-10-12,Lars and the Real Girl,12500000,5956480,,,
3329,30,2010-05-21,Solitary Man,12500000,4360548,,,
3330,31,2000-09-22,Dancer in the Dark,12500000,4157491,,,
3331,32,2010-12-17,Casino Jack,12500000,2039869,"Biography,Comedy,Crime",tt1194417,108.0
3332,33,1997-12-31,Oscar and Lucinda,12500000,1612957,,,
3333,34,1996-11-01,The Funeral,12500000,1212799,,,
3334,35,2004-09-03,Tae Guik Gi: The Brotherhood of War,12500000,1110186,,,
3335,36,2010-04-16,The Perfect Game,12500000,1089445,,,
3336,37,2012-10-05,The Paperboy,12500000,677200,"Crime,Drama,Mystery",tt1496422,107.0
3337,38,2013-03-01,Ernest et Celestine,12500000,292562,,,
3338,39,2012-05-04,A Little Bit of Heaven,12500000,10011,"Comedy,Drama,Fantasy",tt1440161,106.0
3339,40,1988-11-18,The Land Before Time,12300000,48092846,,,
3340,41,1975-06-20,Jaws,12000000,260000000,,,
3341,42,1973-12-26,The Exorcist,12000000,230347346,,,
3342,43,2014-06-06,The Fault in Our Stars,12000000,124872350,"Drama,Romance",tt2582846,126.0
3343,44,1999-07-09,American Pie,12000000,101800948,,,
3344,45,2012-04-20,Think Like a Man,12000000,91547205,"Comedy,Romance",tt1621045,122.0
3345,46,2014-04-16,Heaven is for Real,12000000,91386097,,,
3346,47,1986-12-12,The Golden Child,12000000,79817937,Drama,tt3506476,86.0
3347,48,1982-06-04,Star Trek II: The Wrath of Khan,12000000,78912963,,,
3348,49,2002-09-13,Barbershop,12000000,75781642,,,
3349,50,1983-06-03,WarGames,12000000,74433837,,,
3350,51,1994-02-04,Ace Ventura: Pet Detective,12000000,72217396,,,
3351,52,2012-02-24,Act of Valor,12000000,70012847,"Action,Adventure,Drama",tt1591479,110.0
3352,53,1985-02-08,Witness,12000000,65532576,"Action,Crime,Drama",tt2802196,96.0
3353,54,2006-08-11,Step Up,12000000,65328121,"Biography,Documentary,Drama",tt2516968,55.0
3354,55,2012-02-03,Chronicle,12000000,64575175,"Drama,Sci-Fi,Thriller",tt1706593,84.0
3355,56,1996-12-20,Beavis and Butt-Head Do America,12000000,63118386,,,
3356,57,1970-01-01,Patton,12000000,62500000,,,
3357,58,2012-03-02,Project X,12000000,54731865,Comedy,tt1636826,88.0
3358,59,2017-11-10,"Three Billboards Outside Ebbing, Missouri",12000000,54513740,"Crime,Drama",tt5027774,115.0
3359,60,2016-11-25,Lion,12000000,51739495,"Comedy,Drama,Romance",tt2989872,70.0
3360,61,2018-05-04,Overboard,12000000,50316123,"Comedy,Romance",tt1563742,112.0
3361,62,1997-12-25,Jackie Brown,12000000,39673162,,,
3362,63,1983-11-18,Yentl,12000000,39012241,,,
3363,64,2008-04-25,Harold & Kumar Escape from Guantanamo Bay,12000000,38108728,,,
3364,65,2013-11-22,Philomena,12000000,37709979,"Biography,Comedy,Drama",tt2431286,98.0
3365,66,1981-11-06,Time Bandits,12000000,37400000,,,
3366,67,2002-02-15,Crossroads,12000000,37188667,Drama,tt1842448,
3367,68,2015-07-24,Paper Towns,12000000,32000304,"Comedy,Drama,Mystery",tt3622592,109.0
3368,69,2008-10-10,Quarantine,12000000,31691811,"Documentary,Family",tt2317003,15.0
3369,70,2002-08-21,One Hour Photo,12000000,31597131,,,
3370,71,2008-02-01,The Eye,12000000,31418697,,,
3371,72,2004-04-07,Johnson Family Vacation,12000000,31203964,,,
3372,73,2001-12-21,How High,12000000,31155435,,,
3373,74,1960-10-07,Spartacus,12000000,30000000,,,
3374,75,2006-09-01,Crank,12000000,27838408,,,
3375,76,1992-12-11,The Muppet Christmas Carol,12000000,27281507,,,
3376,77,2016-08-12,Hell or High Water,12000000,27007844,"Action,Crime,Drama",tt2582782,102.0
3377,78,2002-10-25,Frida,12000000,25885000,,,
3378,79,2012-07-05,Katy Perry: Part of Me,12000000,25326071,"Documentary,Music",tt2215719,93.0
3379,80,2014-12-12,Top Five,12000000,25317379,"Comedy,Romance",tt2784678,102.0
3380,81,1998-09-11,Rounders,12000000,22921898,,,
3381,82,1967-04-28,Casino Royale,12000000,22744718,,,
3382,83,1979-06-15,Prophecy,12000000,22673340,Mystery,tt3952226,119.0
3383,84,2015-01-30,Project Almanac,12000000,22348241,"Drama,Mystery,Sci-Fi",tt2436386,106.0
3384,85,2010-05-14,Just Wright,12000000,21540363,"Comedy,Romance,Sport",tt1407061,100.0
3385,86,1999-09-10,Stir of Echoes,12000000,21133087,,,
3386,87,1995-01-13,Tales from the Crypt: Demon Knight,12000000,21089146,,,
3387,88,1978-01-01,The Boys from Brazil,12000000,19000000,,,
3388,89,2005-03-11,The Upside of Anger,12000000,18761993,,,
3389,90,2006-03-03,Aquamarine,12000000,18597342,,,
3390,91,2013-11-15,Nebraska,12000000,17654912,"Adventure,Comedy,Drama",tt1821549,115.0
3391,92,2004-01-09,My Baby's Daddy,12000000,17321573,,,
3392,93,2001-10-05,Max Keeble's Big Move,12000000,17292381,,,
3393,94,2011-12-09,Young Adult,12000000,16311571,"Comedy,Drama",tt1625346,94.0
3394,95,2013-11-01,About Time,12000000,15323921,"Comedy,Drama,Fantasy",tt2194499,123.0
3395,96,2018-12-14,If Beale Street Could Talk,12000000,14915773,"Drama,Romance",tt7125860,119.0
3396,97,2017-07-14,Wish Upon,12000000,14301505,"Drama,Fantasy,Horror",tt5322012,90.0
3397,98,1997-08-06,Def Jam's How To Be a Player,12000000,14010363,,,
3398,99,1998-10-30,Living Out Loud,12000000,12905901,,,
3399,100,2008-10-03,Rachel Getting Married,12000000,12796861,,,
3400,1,1981-03-20,The Postman Always Rings Twice,12000000,12200000,,,
3401,2,2003-12-12,Girl with a Pearl Earring,12000000,11634362,,,
3402,3,1982-02-10,Das Boot,12000000,11487676,,,
3403,4,2017-04-21,Unforgettable,12000000,11368012,Documentary,tt1247436,88.0
3404,5,2004-12-03,House of Flying Daggers,12000000,11050094,,,
3405,6,2002-03-22,Sorority Boys,12000000,10198766,,,
3406,7,2017-10-13,Marshall,12000000,10051659,"Biography,Crime,Drama",tt5301662,118.0
3407,8,2008-12-05,Cadillac Records,12000000,8195551,,,
3408,9,2012-09-14,Arbitrage,12000000,7919574,"Drama,Thriller",tt1764183,107.0
3409,10,1960-10-24,The Alamo,12000000,7900000,,,
3410,11,2000-05-12,Screwed,12000000,6982680,"Crime,Drama",tt1727816,110.0
3411,12,2006-10-20,Running With Scissors,12000000,6860000,,,
3412,13,1993-09-03,Fortress,12000000,6730578,"Documentary,Drama,News",tt2607640,70.0
3413,14,2012-06-01,For Greater Glory: The True Story of Cristiada,12000000,5669081,"Drama,History,War",tt1566501,145.0
3414,15,2006-11-17,For Your Consideration,12000000,5549923,,,
3415,16,1998-11-20,Celebrity,12000000,5078660,,,
3416,17,2003-06-20,From Justin to Kelly,12000000,4922166,,,
3417,18,1986-06-06,Invaders from Mars,12000000,4884663,,,
3418,19,1996-03-22,Girl 6,12000000,4880941,,,
3419,20,2003-10-22,In the Cut,12000000,4717455,,,
3420,21,2008-02-22,Charlie Bartlett,12000000,3950294,,,
3421,22,2009-02-13,Two Lovers,12000000,3149034,,,
3422,23,2013-11-15,La grande bellezza,12000000,2883879,,,
3423,24,2002-02-15,Last Orders,12000000,2326407,,,
3424,25,2007-03-09,Gwoemul,12000000,2201923,,,
3425,26,1981-11-13,The Pursuit of D.B. Cooper,12000000,2104164,,,
3426,27,1999-03-19,Ravenous,12000000,2062406,"Drama,Horror,Sci-Fi",tt6243140,104.0
3427,28,2002-06-14,The Dangerous Lives of Altar Boys,12000000,1779284,,,
3428,29,2013-03-01,Stoker,12000000,1703125,"Drama,Thriller",tt1682180,99.0
3429,30,2008-03-07,Married Life,12000000,1506998,,,
3430,31,2005-08-05,2046,12000000,1442338,,,
3431,32,2011-03-11,Kill the Irishman,12000000,1188194,"Biography,Crime,Drama",tt1416801,106.0
3432,33,2005-09-30,Duma,12000000,870067,"Biography,Crime,Documentary",tt2112940,55.0
3433,34,2012-04-20,Darling Companion,12000000,793352,"Comedy,Drama,Romance",tt1730687,103.0
3434,35,2010-06-04,Ondine,12000000,550472,,,
3435,36,2001-07-20,Brother,12000000,450594,"Drama,Family,Sport",tt1588358,97.0
3436,37,2002-10-04,Welcome to Collinwood,12000000,378650,,,
3437,38,2008-04-18,Life Before Her Eyes,12000000,303439,,,
3438,39,1997-10-31,Critical Care,12000000,220175,,,
3439,40,2007-09-28,Trade,12000000,214202,Drama,tt7905148,113.0
3440,41,2006-01-06,Fateless,12000000,196857,Comedy,tt6471464,
3441,42,2010-09-03,San qiang pai an jing qi,12000000,190946,,,
3442,43,1999-09-17,Breakfast of Champions,12000000,178287,,,
3443,44,2001-03-09,Company Man,12000000,146028,,,
3444,45,2009-11-07,Nanjing! Nanjing!,12000000,122558,,,
3445,46,2015-10-09,Trash,12000000,17484,Thriller,tt10351040,55.0
3446,47,2011-08-19,5 Days of War,12000000,17479,"Action,Drama,War",tt1486193,113.0
3447,48,2015-11-11,10 Days in a Madhouse,12000000,14616,Drama,tt3453052,111.0
3448,49,2009-04-07,1612,12000000,0,,,
3449,50,2015-12-31,San cheng ji,12000000,0,,,
3450,51,2011-12-31,Tu Xia Chuan Qi,12000000,0,,,
3451,52,2010-02-10,Triangle,12000000,0,"Family,Fantasy,Music",tt2134186,62.0
3452,53,2013-10-19,Supesu Batorushippu Yamato,12000000,0,,,
3453,54,2014-10-03,Drive Hard,12000000,0,"Action,Comedy,Crime",tt2968804,92.0
3454,55,2015-10-30,Dancin' It's On,12000000,0,,,
3455,56,2009-06-05,Home,12000000,0,Drama,tt2075392,76.0
3456,57,2016-09-23,The Dressmaker,11900000,2022115,"Comedy,Drama",tt2910904,119.0
3457,58,1999-12-10,Diamonds,11900000,81897,,,
3458,59,1998-03-20,Madadayo,11900000,48856,,,
3459,60,2015-11-20,Carol,11800000,12711491,"Drama,Romance",tt2402927,118.0
3460,61,1989-04-21,Pet Sematary,11500000,57469179,"Horror,Mystery,Thriller",tt0837563,101.0
3461,62,2016-01-22,Dirty Grandpa,11500000,35593113,Comedy,tt1860213,102.0
3462,63,2009-11-27,The Cry of the Owl,11500000,0,,,
3463,64,2009-10-09,St. Trinianâs,11400000,15000,,,
3464,65,1977-05-25,Star Wars Ep. IV: A New Hope,11000000,460998007,,,
3465,66,1984-06-08,Gremlins,11000000,148168459,,,
3466,67,1965-12-22,Doctor Zhivago,11000000,111897830,,,
3467,68,2010-12-10,The Fighter,11000000,93617009,"Biography,Drama,Sport",tt0964517,116.0
3468,69,2008-10-24,High School Musical 3: Senior Year,11000000,90559416,,,
3469,70,1991-12-27,Fried Green Tomatoes,11000000,81204830,,,
3470,71,2006-09-22,Jackass: Number Two,11000000,72778712,,,
3471,72,1992-03-13,My Cousin Vinny,11000000,52929168,,,
3472,73,2014-08-22,If I Stay,11000000,50474843,"Drama,Fantasy,Music",tt1355630,107.0
3473,74,1989-04-07,Major League,11000000,49793054,,,
3474,75,2003-04-04,Phone Booth,11000000,46566212,,,
3475,76,2002-01-25,A Walk to Remember,11000000,41227069,,,
3476,77,1995-12-29,Dead Man Walking,11000000,39387284,,,
3477,78,1999-03-05,Cruel Intentions,11000000,38665260,,,
3478,79,2015-11-04,Brooklyn,11000000,38322743,"Drama,Romance",tt2381111,117.0
3479,80,2008-10-17,The Secret Life of Bees,11000000,37780486,,,
3480,81,2015-04-01,Woman in Gold,11000000,33307793,"Biography,Drama,History",tt2404425,109.0
3481,82,1981-06-12,History of the World: Part I,11000000,31672000,,,
3482,83,2017-12-08,"I, Tonya",11000000,30014534,"Biography,Comedy,Drama",tt5580036,120.0
3483,84,2009-10-23,Saw VI,11000000,27693292,,,
3484,85,2001-10-12,Corky Romano,11000000,23978402,,,
3485,86,2019-02-14,Fighting With My Family,11000000,22958583,,,
3486,87,1992-08-07,Raising Cain,11000000,21171695,,,
3487,88,1978-04-13,F.I.S.T,11000000,20388920,,,
3488,89,1975-01-01,Barry Lyndon,11000000,20000000,,,
3489,90,2013-01-11,Quartet,11000000,18388357,"Comedy,Drama",tt1441951,94.0
3490,91,2001-11-21,Out Cold,11000000,13906394,,,
3491,92,2000-10-13,The Ladies Man,11000000,13592872,,,
3492,93,2001-03-30,Tomcats,11000000,13558739,,,
3493,94,2013-12-06,Inside Llewyn Davis,11000000,13248209,"Drama,Music",tt2042568,104.0
3494,95,2002-04-12,Frailty,11000000,13110448,Drama,tt2316649,
3495,96,1993-02-19,Army of Darkness,11000000,11502976,,,
3496,97,2004-11-12,Kinsey,11000000,10214647,,,
3497,98,2013-05-10,Peeples,11000000,9177065,"Comedy,Romance",tt1699755,95.0
3498,99,1993-12-25,What's Eating Gilbert Grape,11000000,9170214,,,
3499,100,2016-07-06,Sultan,11000000,5599781,"Drama,Romance",tt2650286,
3500,1,2002-02-01,Slackers,11000000,4814244,,,
3501,2,2003-09-26,The Gospel of John,11000000,4068087,Drama,tt3454828,160.0
3502,3,2004-10-10,Vera Drake,11000000,3753806,,,
3503,4,2003-01-31,The Guru,11000000,3051221,,,
3504,5,1995-12-14,Othello,11000000,2844379,Thriller,tt3184312,
3505,6,1995-05-12,The Perez Family,11000000,2794056,,,
3506,7,1970-01-01,The Molly Maguires,11000000,2200000,,,
3507,8,1991-01-01,Return to the Blue Lagoon,11000000,2000000,,,
3508,9,2007-09-07,Romance and Cigarettes,11000000,551002,,,
3509,10,2006-11-10,Copying Beethoven,11000000,355968,,,
3510,11,2011-08-26,Brighton Rock,11000000,229653,"Crime,Drama,Thriller",tt1233192,111.0
3511,12,2012-11-16,Le prÃ©nom,11000000,61611,,,
3512,13,2015-05-08,La famille BÃ©lier,11000000,0,,,
3513,14,2012-05-04,LOL,11000000,0,"Comedy,Drama,Romance",tt1592873,97.0
3514,15,2016-02-05,Misconduct,11000000,0,"Crime,Drama,Mystery",tt3658772,106.0
3515,16,2019-12-31,Eli,11000000,0,Comedy,tt4786638,154.0
3516,17,2008-10-24,Saw V,10800000,56746769,,,
3517,18,2012-05-25,Les Intouchables,10800000,13182281,,,
3518,19,2007-04-27,Jindabyne,10800000,399879,,,
3519,20,2006-08-11,Kabhi Alvida Naa Kehna,10750000,3275443,,,
3520,21,1979-05-25,Alien,10700000,80930630,,,
3521,22,1982-06-04,Poltergeist,10700000,74706019,"Horror,Thriller",tt1029360,93.0
3522,23,1999-06-18,An Ideal Husband,10700000,18542974,Comedy,tt8653640,
3523,24,2004-12-25,Darkness,10600000,22163442,Drama,tt3961040,
3524,25,2013-12-06,The Last Days on Mars,10600000,24084,"Adventure,Horror,Sci-Fi",tt1709143,98.0
3525,26,1982-06-11,ET: The Extra-Terrestrial,10500000,435110554,,,
3526,27,1968-04-02,2001: A Space Odyssey,10500000,59936321,,,
3527,28,2007-04-20,In the Land of Women,10500000,11052958,,,
3528,29,1994-12-31,There Goes My Baby,10500000,125169,,,
3529,30,2004-02-20,The Blue Butterfly,10400000,1610194,,,
3530,31,2001-11-02,Le Fabuleux destin d'AmÃ©lie Poulain,10350000,33201661,,,
3531,32,2019-01-04,PMC: deo beong-keo,10300000,0,,,
3532,33,1983-02-18,Lovesick,10100000,10143618,"Comedy,Drama",tt10308134,4.0
3533,34,2010-04-30,Housefull,10100000,1183658,Comedy,tt1573072,144.0
3534,35,2007-08-24,September Dawn,10100000,1066555,,,
3535,36,2018-10-19,Halloween,10000000,159342015,"Horror,Thriller",tt1502407,106.0
3536,37,1997-12-05,Good Will Hunting,10000000,138433435,,,
3537,38,2004-10-22,The Grudge,10000000,110359362,,tt10443830,
3538,39,2016-08-26,Donât Breathe,10000000,89217875,,,
3539,40,1981-06-26,Stripes,10000000,85300000,Drama,tt6376046,85.0
3540,41,2006-10-27,Saw III,10000000,80238724,,,
3541,42,2016-07-01,The Purge: Election Year,10000000,79042440,"Action,Horror,Sci-Fi",tt4094724,108.0
3542,43,2018-05-18,Book Club,10000000,68566296,Documentary,tt4727712,72.0
3543,44,2000-08-25,Bring it On,10000000,68353550,,,
3544,45,2018-01-05,Insidious: The Last Key,10000000,67745330,"Horror,Mystery,Thriller",tt5726086,103.0
3545,46,1999-01-29,She's All That,10000000,63465522,,,
3546,47,2007-10-26,Saw IV,10000000,63300095,,,
3547,48,2006-02-24,Madea's Family Reunion,10000000,63257940,,,
3548,49,2005-01-07,White Noise,10000000,56094360,,,
3549,50,1986-10-17,The Color of Money,10000000,52293000,,,
3550,51,2015-06-05,Insidious Chapter 3,10000000,52218558,,,
3551,52,1992-10-02,The Mighty Ducks,10000000,50752337,,,
3552,53,2017-11-03,Lady Bird,10000000,48958273,"Comedy,Drama",tt4925292,94.0
3553,54,2009-11-06,Precious (Based on the Novel Push by Sapphire),10000000,47566524,,,
3554,55,2012-05-04,The Best Exotic Marigold Hotel,10000000,46383639,"Comedy,Drama,Romance",tt1412386,124.0
3555,56,2018-06-08,Hereditary,10000000,44069456,"Drama,Horror,Mystery",tt7784604,127.0
3556,57,2018-03-16,"Love, Simon",10000000,40826341,"Comedy,Drama,Romance",tt5164432,110.0
3557,58,1989-02-17,Bill & Ted's Excellent Adventure,10000000,40485039,,,
3558,59,1962-10-04,The Longest Day,10000000,39100000,,,
3559,60,1996-02-16,Happy Gilmore,10000000,38623460,,,
3560,61,2017-10-27,Jigsaw,10000000,38052832,"Crime,Horror,Mystery",tt3348730,92.0
3561,62,2001-08-31,Jeepers Creepers,10000000,37904175,,,
3562,63,1985-06-28,St. Elmoâs Fire,10000000,37800000,,,
3563,64,1968-12-11,Oliver!,10000000,37402877,,,
3564,65,2001-02-16,Recess: School's Out,10000000,36696761,,,
3565,66,1985-07-10,Mad Max Beyond Thunderdome,10000000,36230219,,,
3566,67,1977-11-03,Peteâs Dragon,10000000,36000000,,,
3567,68,2016-01-22,The Boy,10000000,35819556,"Drama,Horror,Thriller",tt2443822,105.0
3568,69,1985-10-04,Commando,10000000,35073978,"Action,Thriller",tt2658126,124.0
3569,70,2017-05-19,"Everything, Everything",10000000,34121140,"Drama,Romance",tt5001718,96.0
3570,71,2010-09-17,Devil,10000000,33679655,"Horror,Mystery,Thriller",tt1314655,80.0
3571,72,2002-11-22,Friday After Next,10000000,33253609,,,
3572,73,2015-03-06,The Second Best Exotic Marigold Hotel,10000000,33078266,"Comedy,Drama",tt2555736,122.0
3573,74,1985-03-22,The Last Dragon,10000000,33000000,,,
3574,75,2017-04-28,How to Be a Latin Lover,10000000,32149404,"Comedy,Drama",tt4795124,115.0
3575,76,1992-03-06,The Lawnmower Man,10000000,32100816,,,
3576,77,2008-10-03,Nick and Norah's Infinite Playlist,10000000,31487293,,,
3577,78,2003-12-19,Calendar Girls,10000000,31011616,Drama,tt4897908,131.0
3578,79,1999-11-12,Dogma,10000000,30651422,,,
3579,80,2018-08-10,Slender Man,10000000,30564825,"Horror,Mystery,Thriller",tt5690360,93.0
3580,81,2002-09-20,The Banger Sisters,10000000,30306281,,,
3581,82,2000-12-08,Snatch,10000000,30093107,,,
3582,83,1989-05-19,Road House,10000000,30050028,,,
3583,84,2018-07-27,Teen Titans Go! To The Movies,10000000,29790236,,,
3584,85,2016-09-09,When the Bough Breaks,10000000,29747603,"Crime,Drama,Horror",tt1389139,107.0
3585,86,1983-06-24,Twilight Zone: The Movie,10000000,29500000,,,
3586,87,1994-11-23,A Low Down Dirty Shame,10000000,29317886,,,
3587,88,2013-08-30,One Direction: This is Us,10000000,28873374,,,
3588,89,2002-09-06,Swimfan,10000000,28564995,,,
3589,90,2006-10-06,Employee of the Month,10000000,28444855,,,
3590,91,2015-08-21,Sinister 2,10000000,27740955,"Horror,Mystery,Thriller",tt2752772,97.0
3591,92,2016-01-08,The Forest,10000000,26594261,"Horror,Thriller",tt1488602,98.0
3592,93,2009-11-06,The Fourth Kind,10000000,26218170,,,
3593,94,1983-03-25,The Outsiders,10000000,25697647,Drama,tt2033424,110.0
3594,95,1998-06-12,Can't Hardly Wait,10000000,25358996,,,
3595,96,2012-08-17,Sparkle,10000000,24397469,"Drama,Music",tt1876451,116.0
3596,97,2016-10-14,Kevin Hart: What Now?,10000000,23591043,"Comedy,Documentary",tt4669186,96.0
3597,98,2013-04-26,Mud,10000000,21590086,Drama,tt1935179,130.0
3598,99,2010-11-12,Skyline,10000000,21416355,"Action,Sci-Fi,Thriller",tt1564585,92.0
3599,100,2017-12-01,The Disaster Artist,10000000,21120616,"Biography,Comedy,Drama",tt3521126,104.0
3600,1,2016-09-16,Blair Witch,10000000,20777061,"Horror,Mystery,Thriller",tt1540011,89.0
3601,2,1983-10-21,The Dead Zone,10000000,20766000,,,
